name	path	filter	prompt	titel	autor	projektuebersicht
18	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Saathoff_Katharina/03_Adaptionen_Saathoff_Planet9_093.jpg	Adaptionen	complementary contrast, round floating plants, the outdoor environments in this science fiction world would echo Kubrick's affinity for vast, barren, and futuristic landscapes	Fluss	Katharina Saathoff	saathoff						
19	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Saathoff_Katharina/03_Adaptionen_Saathoff_Planet9_096.jpg	Adaptionen	astronauts, spaceship, science fiction, set design, inspired by stanley Kubricks space odyssey 2001, surreal vivid colors, ominous, vast, barren, inviting landscape	Entdeckung	Katharina Saathoff	saathoff						
20	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Saathoff_Katharina/03_Adaptionen_Saathoff_Planet9_098.jpg	Adaptionen	The outdoor environments in this science fiction world would echo Kubrick's affinity for vast, barren, and futuristic landscapes	Wachsende Umgebung	Katharina Saathoff	saathoff						
21	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Saathoff_Katharina/03_Adaptionen_Saathoff_Planet9_099.jpg	Adaptionen	closeup, plants in landscape, science fiction, set design, inspired by stanley kubricks space odyssey: 2001, vast barren landscape, surreal vivid colors	Detailansicht Pflanzen	Katharina Saathoff	saathoff						
22	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Saathoff_Katharina/03_Adaptionen_Saathoff_Planet9_104.jpg	Adaptionen	close up, minimalistic spaceship, interior, science fiction, set design, inspired by stanley kubricks space odyssey: 2001  Überwachungsstation	Katharina Saathoff	saathoff						
23	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Saathoff_Katharina/03_Adaptionen_Saathoff_Planet9_110.jpg	Adaptionen	vast, barren, and futuristic landscapes, surreal landscapes that feel both inviting and ominous, deep, dark, and vivid colors	Straße	Katharina Saathoff	saathoff						
24	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Saathoff_Katharina/03_Adaptionen_Saathoff_Planet9_118.jpg	Adaptionen	The outdoor environments in this science fiction world would echo Kubrick's affinity for vast, barren, and futuristic landscapes	Umgebung 4	Katharina Saathoff	saathoff						
25	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Saathoff_Katharina/03_Adaptionen_Saathoff_Planet9_130.jpg	Adaptionen	futuristic spaceship, science fiction, set design, inspired by stanley kubricks space odyssey 2001, vast barren landscape, surreal vivid colors	Technische Entwicklung	Katharina Saathoff	saathoff						
26	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Saathoff_Katharina/03_Adaptionen_Saathoff_Planet9_132.jpg	Adaptionen	create a concept of a chair in a spaceship, The outdoor environments in this science fiction world would echo Kubrick's affinity for vast, barren, and futuristic landscapes	Sessel	Katharina Saathoff	saathoff						
27	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Saathoff_Katharina/03_Adaptionen_Saathoff_Planet9_133.jpg	Adaptionen	surreal interior, spaceship with a crew, science fiction set design, inspired by stanley kubricks space odyssey:2001, surreal vivid colors, ominous vast barren and inviting landscape	Zentrum vom Raumschiff	Katharina Saathoff	saathoff						
28	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Saathoff_Katharina/03_Adaptionen_Saathoff_Planet9_135.jpg	Adaptionen	interior spaceship, a few people, science fiction, set design, inspired by stanley kubricks space odyssey 2001, vivid surreal colors	Aufenthaltsraum	Katharina Saathoff	saathoff						
29	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Saathoff_Katharina/03_Adaptionen_Saathoff_Planet9_139.jpg	Adaptionen	complementary contrast, round floating plants, the outdoor environments in this science fiction world would echo Kubrick's affinity for vast, barren, and futuristic landscapes	Technische Bauten	Katharina Saathoff	saathoff						
30	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Saathoff_Katharina/03_Adaptionen_Saathoff_Planet9_140.jpg	Adaptionen	spaceship, science fiction, set design, inspired by stanley Kubricks space odyssey 2001, surreal vivid colors, ominous, vast, barren, inviting landscape	Raumschiff 3	Katharina Saathoff	saathoff						
